timestamp,gt_x_mm,gt_y_mm,gt_z_mm,target_id,raw_x_mm,raw_y_mm,raw_z_mm,cal_x_mm,cal_y_mm,cal_z_mm
1781644830.36623,1000.0,0.0,1000.0,0,-745,50,1459,-707,47,1386
1781644830.4330149,1000.0,0.0,1000.0,0,-746,48,1461,-708,46,1388
1781644830.4664686,1000.0,0.0,1000.0,0,-741,50,1455,-703,47,1381
1781644830.5319798,1000.0,0.0,1000.0,0,-739,50,1459,-702,47,1386
1781644830.5803788,1000.0,0.0,1000.0,0,-740,48,1461,-703,46,1388
1781644830.6330028,1000.0,0.0,1000.0,0,-739,48,1459,-702,46,1386
1781644830.6815114,1000.0,0.0,1000.0,0,-737,46,1455,-700,44,1381
1781644830.7314556,1000.0,0.0,1000.0,0,-731,47,1444,-694,45,1370
1781644830.7824235,1000.0,0.0,1000.0,0,-728,47,1437,-691,45,1364
1781644830.8332195,1000.0,0.0,1000.0,0,-732,49,1446,-695,47,1372
1781644830.8867385,1000.0,0.0,1000.0,0,-731,47,1444,-694,45,1370
1781644830.9328415,1000.0,0.0,1000.0,0,-732,48,1446,-695,45,1372
1781644830.989321,1000.0,0.0,1000.0,0,-731,47,1439,-694,45,1366
1781644831.0329661,1000.0,0.0,1000.0,0,-727,47,1431,-689,45,1357
1781644831.0944147,1000.0,0.0,1000.0,0,-730,45,1437,-693,43,1364
1781644831.1423197,1000.0,0.0,1000.0,0,-735,45,1439,-697,43,1366
1781644831.1976793,1000.0,0.0,1000.0,0,-735,47,1439,-697,45,1366
1781644831.2324634,1000.0,0.0,1000.0,0,-737,45,1439,-699,43,1366
1781644831.2980962,1000.0,0.0,1000.0,0,-736,45,1437,-698,43,1364
1781644831.3329773,1000.0,0.0,1000.0,0,-738,44,1442,-700,41,1368
1781644831.3978584,1000.0,0.0,1000.0,0,-740,46,1446,-702,43,1372
1781644831.4329453,1000.0,0.0,1000.0,0,-738,47,1437,-700,45,1364
1781644831.5050921,1000.0,0.0,1000.0,0,-741,46,1444,-703,43,1370
1781644831.5455124,1000.0,0.0,1000.0,0,-733,45,1424,-695,43,1351
1781644831.5989647,1000.0,0.0,1000.0,0,-738,45,1435,-700,43,1361
1781644831.6421602,1000.0,0.0,1000.0,0,-741,47,1437,-703,45,1364
1781644831.6990137,1000.0,0.0,1000.0,0,-738,45,1431,-700,43,1357
